video_name,frame_idx,quality_label,face_area,blur_score,bbox_x,bbox_y,bbox_w,bbox_h,metrics,quality_score
dia0_utt1.mp4,0,1,0.0375390625,91.0850166646501,348,123,186,186,"{'face_area': np.float64(0.0375390625), 'blur_score': np.float64(91.0850166646501), 'bbox_x': 348, 'bbox_y': 123, 'bbox_w': 186, 'bbox_h': 186}",54.666025623790055
dia0_utt1.mp4,5,1,0.03713650173611111,76.64091659147746,350,118,185,185,"{'face_area': np.float64(0.03713650173611111), 'blur_score': np.float64(76.64091659147746), 'bbox_x': 350, 'bbox_y': 118, 'bbox_w': 185, 'bbox_h': 185}",45.99940455558092
dia0_utt1.mp4,10,1,0.03794379340277778,75.4567725522285,357,108,187,187,"{'face_area': np.float64(0.03794379340277778), 'blur_score': np.float64(75.4567725522285), 'bbox_x': 357, 'bbox_y': 108, 'bbox_w': 187, 'bbox_h': 187}",45.28924104869821
dia0_utt10.mp4,25,1,0.04041775173611111,54.08080145263901,689,92,193,193,"{'face_area': np.float64(0.04041775173611111), 'blur_score': np.float64(54.08080145263901), 'bbox_x': 689, 'bbox_y': 92, 'bbox_w': 193, 'bbox_h': 193}",32.46464797227785
dia0_utt10.mp4,35,1,0.038759765625,52.89389629239219,692,93,189,189,"{'face_area': np.float64(0.038759765625), 'blur_score': np.float64(52.89389629239219), 'bbox_x': 692, 'bbox_y': 93, 'bbox_w': 189, 'bbox_h': 189}",31.751841681685313
dia0_utt10.mp4,40,1,0.04083767361111111,54.706923748623915,689,91,194,194,"{'face_area': np.float64(0.04083767361111111), 'blur_score': np.float64(54.706923748623915), 'bbox_x': 689, 'bbox_y': 91, 'bbox_w': 194, 'bbox_h': 194}",32.84048931861879
dia0_utt3.mp4,0,1,0.0625,96.3975564594787,322,137,240,240,"{'face_area': np.float64(0.0625), 'blur_score': np.float64(96.3975564594787), 'bbox_x': 322, 'bbox_y': 137, 'bbox_w': 240, 'bbox_h': 240}",57.86353387568721
dia0_utt3.mp4,15,1,0.0625,87.86093865258488,320,133,240,240,"{'face_area': np.float64(0.0625), 'blur_score': np.float64(87.86093865258488), 'bbox_x': 320, 'bbox_y': 133, 'bbox_w': 240, 'bbox_h': 240}",52.741563191550924
dia0_utt3.mp4,65,1,0.0594140625,92.01612120340744,309,155,234,234,"{'face_area': np.float64(0.0594140625), 'blur_score': np.float64(92.01612120340744), 'bbox_x': 309, 'bbox_y': 155, 'bbox_w': 234, 'bbox_h': 234}",55.23343834704446
dia0_utt2.mp4,5,1,0.060947265625,49.0065968512078,614,141,237,237,"{'face_area': np.float64(0.060947265625), 'blur_score': np.float64(49.0065968512078), 'bbox_x': 614, 'bbox_y': 141, 'bbox_w': 237, 'bbox_h': 237}",29.42833701697468
dia0_utt2.mp4,35,1,0.064072265625,40.13854603050922,583,120,243,243,"{'face_area': np.float64(0.064072265625), 'blur_score': np.float64(40.13854603050922), 'bbox_x': 583, 'bbox_y': 120, 'bbox_w': 243, 'bbox_h': 243}",24.108756524555528
dia0_utt2.mp4,40,1,0.06146267361111111,41.30199111394974,588,121,238,238,"{'face_area': np.float64(0.06146267361111111), 'blur_score': np.float64(41.30199111394974), 'bbox_x': 588, 'bbox_y': 121, 'bbox_w': 238, 'bbox_h': 238}",24.805779737814287
dia0_utt12.mp4,55,1,0.018056640625,57.374646907562685,629,108,129,129,"{'face_area': np.float64(0.018056640625), 'blur_score': np.float64(57.374646907562685), 'bbox_x': 629, 'bbox_y': 108, 'bbox_w': 129, 'bbox_h': 129}",34.43201080078761
dia0_utt12.mp4,60,1,0.01588650173611111,58.67681083854884,651,83,121,121,"{'face_area': np.float64(0.01588650173611111), 'blur_score': np.float64(58.67681083854884), 'bbox_x': 651, 'bbox_y': 83, 'bbox_w': 121, 'bbox_h': 121}",35.21244110382374
dia0_utt12.mp4,65,1,0.016954210069444444,79.29913343999999,658,122,125,125,"{'face_area': np.float64(0.016954210069444444), 'blur_score': np.float64(79.29913343999999), 'bbox_x': 658, 'bbox_y': 122, 'bbox_w': 125, 'bbox_h': 125}",47.58626174802777
dia0_utt13.mp4,55,1,0.044275173611111114,30.205571682233856,586,107,202,202,"{'face_area': np.float64(0.044275173611111114), 'blur_score': np.float64(30.205571682233856), 'bbox_x': 586, 'bbox_y': 107, 'bbox_w': 202, 'bbox_h': 202}",18.141053078784758
dia0_utt13.mp4,60,1,0.05015733506944445,36.18790697674419,563,105,215,215,"{'face_area': np.float64(0.05015733506944445), 'blur_score': np.float64(36.18790697674419), 'bbox_x': 563, 'bbox_y': 105, 'bbox_w': 215, 'bbox_h': 215}",21.732807120074288
dia0_utt13.mp4,65,1,0.045600043402777776,32.421906818587985,566,96,205,205,"{'face_area': np.float64(0.045600043402777776), 'blur_score': np.float64(32.421906818587985), 'bbox_x': 566, 'bbox_y': 96, 'bbox_w': 205, 'bbox_h': 205}",19.471384108513902
dia0_utt8.mp4,0,1,0.043837890625,56.16060121143853,682,124,201,201,"{'face_area': np.float64(0.043837890625), 'blur_score': np.float64(56.16060121143853), 'bbox_x': 682, 'bbox_y': 124, 'bbox_w': 201, 'bbox_h': 201}",33.71389588311312
